Ride_ID,Date,Time,City,Pickup_Location,Drop_Location,Vehicle_Type,Driver_Name,Customer_ID,Ride_Distance_KM,Fare_Amount,Payment_Mode,Ride_Status,Driver_Rating,Customer_Rating,Trip_Duration_Min,Surge_Multiplier,Weather,Fuel_Cost,Profit
R00345,2025-06-12,09:36,Hyderabad,Bus Stand,Market,Mini,Driver_75,C1133,24.2,406.45,Card,Cancelled,3.8,3.3,47,1.0,Rainy,115.08,291.37
R00346,2025-10-09,01:00,Bangalore,Airport,Office Hub,Bike,Driver_90,C7459,21.7,395.1,Card,Completed,3.8,3.8,79,1.0,Cloudy,66.79,328.31
R00347,2025-03-30,15:08,Hyderabad,Railway Station,Market,Sedan,Driver_18,C1190,7.3,101.08,UPI,Completed,3.3,4.8,65,1.0,Sunny,34.85,66.23
R00348,2025-03-12,20:51,Pune,IT Park,Hospital,Sedan,Driver_59,C9346,13.6,198.02,Cash,Completed,3.9,3.7,33,1.5,Cloudy,59.39,138.63
R00349,2025-01-04,18:31,Hyderabad,City Center,Hospital,SUV,Driver_5,C1620,25.7,317.84,Card,Completed,3.7,4.2,20,1.0,Cloudy,90.08,227.76
R00350,2025-09-27,08:29,Mumbai,IT Park,Airport,Mini,Driver_88,C9834,16.5,251.35,Card,Completed,3.1,3.7,11,1.5,Rainy,63.2,188.15
R00351,2025-09-20,15:36,Bangalore,Mall,Office Hub,Mini,Driver_89,C5981,22.5,319.73,Card,Completed,3.5,4.3,84,1.0,Cloudy,109.84,209.89
R00352,2025-01-27,21:18,Delhi,Railway Station,Hospital,Mini,Driver_36,C5129,24.6,399.58,UPI,Completed,3.6,3.5,24,2.0,Sunny,70.37,329.21
R00353,2025-10-30,23:09,Chennai,Railway Station,University,Sedan,Driver_68,C1542,20.5,280.8,Cash,Cancelled,4.9,4.2,29,1.5,Rainy,51.79,229.01
R00354,2025-07-16,07:42,Chennai,Mall,Residential Area,SUV,Driver_97,C2900,14.3,234.17,UPI,Completed,3.8,3.6,78,1.0,Rainy,37.65,196.52
R00355,2025-12-16,22:24,Delhi,Mall,University,Bike,Driver_87,C6172,15.3,175.21,Card,Completed,3.1,4.8,55,1.5,Cloudy,70.55,104.66
R00356,2025-11-30,08:21,Pune,IT Park,University,Sedan,Driver_94,C4193,9.6,173.02,Card,Completed,4.4,3.4,80,1.0,Cloudy,26.55,146.47
R00357,2025-01-05,02:00,Bangalore,Railway Station,Airport,SUV,Driver_33,C4163,13.5,205.91,UPI,Completed,3.2,4.9,37,2.0,Cloudy,54.76,151.15
R00358,2025-03-04,22:07,Chennai,City Center,Office Hub,Mini,Driver_90,C4018,4.4,70.61,Cash,Completed,4.3,3.2,68,1.5,Rainy,13.76,56.85
R00359,2025-12-21,21:49,Bangalore,Airport,University,Bike,Driver_43,C1984,23.6,296.73,Cash,Cancelled,3.5,3.9,72,1.0,Cloudy,102.48,194.25
R00360,2025-07-21,05:41,Mumbai,City Center,Airport,Mini,Driver_57,C5243,15.8,180.73,UPI,Completed,3.1,4.5,67,1.0,Rainy,68.04,112.69
R00361,2025-03-18,20:40,Mumbai,Bus Stand,Market,Bike,Driver_74,C1060,2.0,20.76,Card,Completed,4.5,4.0,61,2.0,Sunny,6.34,14.42
R00362,2025-10-04,07:00,Delhi,City Center,Hospital,SUV,Driver_43,C5961,12.8,216.23,Cash,Completed,5.0,4.3,56,2.0,Rainy,55.55,160.68
R00363,2025-02-11,14:48,Delhi,IT Park,Airport,Sedan,Driver_39,C7391,23.5,387.23,UPI,Completed,3.7,3.2,90,1.5,Cloudy,59.45,327.78
R00364,2025-04-08,04:02,Hyderabad,IT Park,Residential Area,SUV,Driver_64,C9748,7.4,127.26,Cash,Cancelled,3.0,3.7,53,2.0,Sunny,27.96,99.3
R00365,2025-07-27,03:13,Chennai,City Center,Office Hub,Sedan,Driver_10,C1604,24.6,410.16,Card,Completed,4.3,3.9,89,1.0,Sunny,83.03,327.13
R00366,2025-12-26,20:08,Delhi,IT Park,Hospital,Sedan,Driver_76,C2047,2.4,39.18,UPI,Completed,4.2,4.2,18,1.0,Rainy,11.31,27.87
R00367,2025-06-22,23:43,Pune,Railway Station,Market,Sedan,Driver_98,C1746,13.3,149.07,Card,Completed,3.1,3.5,63,1.0,Cloudy,53.9,95.17
R00368,2025-07-09,17:10,Delhi,Bus Stand,Hospital,Bike,Driver_100,C3584,14.3,275.37,UPI,Completed,3.2,3.0,21,2.0,Cloudy,30.35,245.02
R00369,2025-10-31,09:26,Mumbai,Railway Station,Office Hub,SUV,Driver_67,C8379,21.4,383.54,Cash,Completed,3.3,4.4,86,1.0,Cloudy,73.36,310.18
R00370,2025-09-13,19:05,Delhi,City Center,Office Hub,Sedan,Driver_16,C9686,19.6,349.39,UPI,Completed,4.7,5.0,74,1.0,Rainy,59.65,289.74
R00371,2025-11-17,21:13,Chennai,IT Park,University,Sedan,Driver_21,C1706,9.7,115.79,UPI,Completed,3.6,3.9,52,2.0,Rainy,42.58,73.21
R00372,2025-01-23,03:47,Delhi,IT Park,Hospital,Mini,Driver_10,C4855,3.5,53.81,Card,Completed,4.2,3.8,51,1.0,Sunny,8.66,45.15
R00373,2025-06-16,07:06,Mumbai,Airport,University,Bike,Driver_7,C8141,8.6,121.48,UPI,Completed,4.2,3.4,57,1.0,Rainy,22.36,99.12
R00374,2025-04-10,20:22,Chennai,City Center,Residential Area,SUV,Driver_18,C2820,29.3,352.25,Cash,Completed,3.3,3.7,47,2.0,Sunny,69.78,282.47
R00375,2025-11-23,19:57,Delhi,IT Park,Hospital,Bike,Driver_28,C8757,6.8,133.97,Cash,Completed,4.5,4.5,41,1.0,Rainy,31.04,102.93
R00376,2025-08-11,18:14,Pune,Airport,University,Mini,Driver_6,C8711,27.0,429.78,Card,Completed,3.1,4.1,71,2.0,Sunny,66.07,363.71
R00377,2025-08-20,15:15,Hyderabad,Railway Station,Office Hub,SUV,Driver_38,C4916,4.3,75.38,Card,Cancelled,3.0,4.3,30,2.0,Rainy,17.54,57.84
R00378,2025-10-20,23:37,Chennai,IT Park,Office Hub,SUV,Driver_81,C8607,2.7,39.28,Card,Completed,4.7,3.1,52,2.0,Sunny,11.65,27.63
R00379,2025-06-01,13:48,Mumbai,Bus Stand,Residential Area,SUV,Driver_95,C1898,9.6,186.83,Card,Cancelled,4.3,4.8,24,1.5,Rainy,34.82,152.01
R00380,2025-08-27,19:02,Delhi,City Center,Airport,Sedan,Driver_18,C6487,12.2,143.38,UPI,Completed,4.3,4.5,84,2.0,Sunny,44.85,98.53
R00381,2025-04-26,10:22,Delhi,Airport,Market,SUV,Driver_58,C8966,27.1,407.47,Card,Completed,3.2,4.4,78,1.5,Rainy,88.58,318.89
R00382,2025-11-14,11:51,Delhi,Railway Station,University,Mini,Driver_11,C7400,20.9,353.88,UPI,Completed,4.9,3.2,45,1.0,Cloudy,103.13,250.75
R00383,2025-03-17,15:09,Bangalore,IT Park,Airport,Sedan,Driver_61,C6680,26.5,402.98,Cash,Completed,4.3,3.6,18,1.0,Sunny,102.87,300.11
R00384,2025-09-24,20:21,Bangalore,IT Park,Hospital,Bike,Driver_59,C5982,13.5,181.28,Card,Completed,4.6,3.3,43,1.0,Rainy,53.17,128.11
R00385,2025-07-10,09:49,Mumbai,City Center,Office Hub,SUV,Driver_24,C3873,25.7,295.12,Card,Completed,4.3,3.3,40,1.0,Sunny,73.33,221.79
R00386,2025-06-12,18:08,Chennai,Airport,Airport,SUV,Driver_45,C3423,14.3,195.86,Cash,Completed,5.0,4.1,25,1.0,Rainy,37.4,158.46
R00387,2025-09-13,04:29,Pune,City Center,Market,SUV,Driver_61,C5748,28.0,323.69,Card,Completed,4.6,4.5,66,1.5,Cloudy,137.49,186.2
R00388,2025-02-27,23:30,Bangalore,Airport,University,Sedan,Driver_58,C6855,27.2,309.92,UPI,Completed,4.2,3.4,77,1.0,Rainy,99.36,210.56
R00389,2025-04-11,00:05,Delhi,City Center,University,Sedan,Driver_63,C6206,17.1,247.17,Card,Completed,4.9,4.8,56,1.5,Sunny,68.65,178.52
R00390,2025-08-07,11:24,Hyderabad,City Center,Residential Area,Sedan,Driver_94,C8278,12.4,159.3,Card,Cancelled,4.6,3.6,64,2.0,Rainy,37.87,121.43
R00391,2025-03-13,18:38,Pune,Mall,Residential Area,Bike,Driver_12,C1108,4.4,53.14,Cash,Completed,3.5,3.3,69,2.0,Cloudy,15.06,38.08
R00392,2025-03-12,06:11,Bangalore,City Center,Market,Bike,Driver_72,C8593,25.3,326.23,UPI,Completed,3.0,3.5,70,1.0,Cloudy,87.84,238.39
R00393,2025-12-07,09:26,Delhi,Airport,Market,Bike,Driver_9,C6927,7.0,133.48,Card,Completed,3.9,3.5,70,2.0,Sunny,27.54,105.94
R00394,2025-07-11,16:46,Delhi,Railway Station,Market,Bike,Driver_89,C3219,18.1,334.0,Cash,Completed,3.5,3.8,55,1.0,Rainy,45.04,288.96
R00395,2025-05-30,16:40,Mumbai,Airport,Hospital,Sedan,Driver_70,C6285,28.2,426.91,Cash,Completed,4.4,3.6,56,1.0,Cloudy,121.24,305.67
R00396,2025-10-24,11:52,Hyderabad,IT Park,Market,Sedan,Driver_14,C4569,6.0,68.22,UPI,Completed,4.7,4.6,81,2.0,Cloudy,17.07,51.15
R00397,2025-09-27,17:45,Hyderabad,Airport,Residential Area,Sedan,Driver_3,C8856,17.4,305.6,Cash,Completed,3.7,4.6,86,2.0,Rainy,40.75,264.85
R00398,2025-03-30,22:19,Chennai,Railway Station,Airport,Sedan,Driver_40,C3053,2.8,50.81,UPI,Completed,3.2,4.4,24,1.0,Sunny,7.47,43.34
R00399,2025-09-05,13:02,Pune,Airport,University,Mini,Driver_33,C1709,7.5,77.46,UPI,Completed,3.0,3.2,25,2.0,Sunny,29.85,47.61
R00400,2025-10-28,06:11,Chennai,Mall,Hospital,SUV,Driver_46,C3630,20.8,214.09,Card,Completed,4.2,4.0,18,1.0,Cloudy,50.68,163.41
R00401,2025-01-08,16:13,Pune,Airport,Airport,Mini,Driver_28,C9260,22.0,432.14,Card,Completed,4.4,3.4,23,1.0,Rainy,55.34,376.8
R00402,2025-07-14,13:13,Bangalore,Airport,University,Mini,Driver_67,C3226,16.4,230.84,Cash,Completed,4.4,4.1,15,1.0,Rainy,70.26,160.58
R00403,2025-09-10,03:24,Hyderabad,Railway Station,Hospital,Bike,Driver_38,C8011,9.9,158.44,UPI,Completed,4.8,4.6,57,1.0,Sunny,29.07,129.37
R00404,2025-12-12,15:43,Delhi,Airport,Office Hub,Bike,Driver_52,C2666,4.9,70.46,Card,Cancelled,5.0,3.1,35,1.5,Sunny,19.48,50.98
R00405,2025-11-01,12:07,Chennai,City Center,Hospital,SUV,Driver_97,C7557,8.5,121.1,Cash,Completed,4.2,3.8,72,2.0,Rainy,29.73,91.37
R00406,2025-03-17,14:06,Mumbai,Airport,Residential Area,Mini,Driver_9,C9161,5.4,80.42,Card,Completed,3.4,4.2,51,1.0,Rainy,14.54,65.88
R00407,2025-11-15,19:06,Hyderabad,IT Park,Office Hub,SUV,Driver_85,C9157,23.3,387.03,Cash,Completed,4.1,4.6,79,2.0,Sunny,82.94,304.09
R00408,2025-01-17,13:56,Hyderabad,IT Park,University,Mini,Driver_5,C3897,27.6,381.88,Card,Completed,4.6,4.8,31,1.5,Rainy,81.25,300.63
R00409,2025-03-10,09:45,Hyderabad,Bus Stand,Hospital,Bike,Driver_61,C3560,12.9,227.56,Card,Completed,3.5,4.2,58,2.0,Cloudy,47.81,179.75
R00410,2025-06-30,09:20,Bangalore,Mall,Airport,Mini,Driver_98,C6591,3.7,58.85,Cash,Completed,3.7,3.7,54,1.0,Cloudy,8.82,50.03
R00411,2025-05-06,07:15,Delhi,Mall,Residential Area,SUV,Driver_22,C1322,20.1,320.1,Card,Completed,3.9,4.7,82,2.0,Rainy,95.1,225.0
R00412,2025-05-17,00:44,Pune,IT Park,Market,Mini,Driver_63,C2639,15.2,155.38,Card,Completed,3.7,4.0,53,1.0,Cloudy,44.83,110.55
R00413,2025-06-03,11:27,Delhi,City Center,Office Hub,SUV,Driver_34,C1778,7.6,124.29,Cash,Cancelled,3.8,3.5,21,2.0,Cloudy,37.41,86.88
R00414,2025-02-18,18:21,Hyderabad,Railway Station,Market,Mini,Driver_84,C5945,9.7,151.94,Card,Completed,3.9,4.1,35,1.5,Rainy,34.85,117.09
R00415,2025-05-09,19:32,Delhi,Bus Stand,Airport,Sedan,Driver_74,C9178,14.7,259.23,UPI,Completed,4.6,4.9,44,2.0,Cloudy,37.36,221.87
R00416,2025-11-11,13:59,Bangalore,IT Park,Office Hub,Sedan,Driver_20,C5919,17.9,291.19,Cash,Completed,4.7,4.8,36,1.5,Rainy,63.85,227.34
R00417,2025-05-27,20:10,Delhi,Railway Station,Office Hub,Mini,Driver_32,C6087,9.2,147.31,Cash,Completed,5.0,3.8,14,1.0,Sunny,29.6,117.71
R00418,2025-05-20,04:01,Mumbai,Bus Stand,Residential Area,Bike,Driver_3,C1906,9.2,165.93,UPI,Completed,3.6,3.1,62,1.5,Cloudy,36.58,129.35
R00419,2025-12-03,02:25,Delhi,City Center,Airport,Mini,Driver_67,C9605,28.4,489.68,Cash,Completed,3.2,4.2,50,1.5,Cloudy,68.78,420.9
R00420,2025-07-19,23:47,Mumbai,Railway Station,Market,Bike,Driver_53,C5166,8.6,122.37,Card,Completed,4.1,4.4,24,1.5,Cloudy,20.92,101.45
R00421,2025-08-05,15:43,Mumbai,Mall,University,SUV,Driver_40,C1345,8.9,113.72,Card,Cancelled,4.2,4.7,16,2.0,Cloudy,38.74,74.98
R00422,2025-05-03,08:35,Chennai,Airport,Hospital,Sedan,Driver_57,C7364,12.8,209.79,UPI,Cancelled,3.8,5.0,42,1.5,Sunny,52.5,157.29
R00423,2025-05-01,09:13,Bangalore,Bus Stand,University,Mini,Driver_36,C2312,26.1,302.82,Cash,Completed,3.8,4.7,64,1.0,Sunny,86.56,216.26
R00424,2025-12-24,08:32,Pune,Bus Stand,Market,Bike,Driver_89,C1448,3.9,55.41,UPI,Completed,3.4,3.9,27,1.0,Rainy,16.33,39.08
R00425,2025-04-13,20:19,Pune,Bus Stand,Airport,Sedan,Driver_77,C7722,10.8,116.88,Cash,Completed,4.7,3.3,32,2.0,Cloudy,26.71,90.17
R00426,2025-06-17,09:12,Hyderabad,City Center,Office Hub,Mini,Driver_3,C4747,4.4,60.17,UPI,Cancelled,3.4,4.4,31,1.0,Rainy,13.99,46.18
R00427,2025-11-13,13:38,Pune,Airport,Residential Area,Bike,Driver_99,C8433,9.3,101.28,Card,Completed,3.4,3.4,44,1.5,Cloudy,28.86,72.42
R00428,2025-09-11,12:08,Bangalore,Bus Stand,Airport,Sedan,Driver_54,C3955,14.1,170.13,Cash,Completed,3.1,5.0,40,2.0,Rainy,37.32,132.81
R00429,2025-05-08,11:37,Mumbai,Mall,Airport,Bike,Driver_88,C4476,21.2,309.13,Card,Completed,3.8,4.2,19,1.0,Cloudy,43.06,266.07
R00430,2025-01-31,01:21,Pune,Bus Stand,Hospital,Mini,Driver_1,C5155,28.1,413.33,Card,Completed,3.6,3.8,57,1.0,Cloudy,86.07,327.26
R00431,2025-01-22,18:11,Hyderabad,Railway Station,Residential Area,SUV,Driver_91,C9690,9.3,139.85,Cash,Completed,3.2,3.1,26,1.5,Rainy,44.56,95.29
R00432,2025-07-04,13:18,Bangalore,City Center,Market,Bike,Driver_22,C6169,27.3,344.86,Card,Cancelled,4.5,3.3,66,1.0,Sunny,122.54,222.32
R00433,2025-03-18,01:14,Hyderabad,IT Park,Residential Area,Bike,Driver_6,C8233,7.1,104.39,Cash,Cancelled,4.1,3.9,24,2.0,Sunny,17.68,86.71
R00434,2025-03-05,11:05,Chennai,City Center,Market,Sedan,Driver_75,C1067,7.7,98.88,Card,Completed,3.4,4.8,41,1.5,Cloudy,34.69,64.19
R00435,2025-02-18,10:01,Bangalore,City Center,Residential Area,SUV,Driver_20,C1473,10.0,198.13,UPI,Completed,4.4,4.0,90,1.5,Cloudy,23.66,174.47
R00436,2025-12-03,00:21,Bangalore,Bus Stand,Airport,Sedan,Driver_28,C1797,29.2,483.6,Card,Completed,4.6,4.5,80,2.0,Rainy,141.7,341.9
R00437,2025-02-17,12:16,Delhi,Airport,Office Hub,Sedan,Driver_50,C7592,7.0,137.55,Cash,Completed,4.9,3.3,48,1.5,Rainy,32.18,105.37
R00438,2025-06-08,21:38,Pune,Railway Station,University,Bike,Driver_50,C8805,5.7,94.93,Cash,Completed,3.8,4.5,57,2.0,Sunny,25.63,69.3
R00439,2025-08-11,20:27,Chennai,Railway Station,Airport,Sedan,Driver_64,C9638,4.6,69.61,Card,Completed,3.2,3.9,20,1.5,Rainy,22.63,46.98
R00440,2025-03-18,04:43,Bangalore,City Center,Residential Area,Mini,Driver_6,C9411,27.3,502.74,UPI,Completed,3.8,3.9,82,1.5,Rainy,97.44,405.3
R00441,2025-05-11,18:05,Hyderabad,Railway Station,Office Hub,Bike,Driver_6,C2364,23.5,238.82,Cash,Completed,3.6,4.2,68,2.0,Rainy,99.21,139.61
R00442,2025-11-16,08:21,Mumbai,Airport,Airport,SUV,Driver_87,C2742,29.1,544.56,Cash,Completed,3.0,3.2,31,2.0,Rainy,74.54,470.02
R00443,2025-08-24,22:25,Hyderabad,Mall,Hospital,SUV,Driver_89,C7471,26.3,517.01,Cash,Completed,3.3,3.4,12,2.0,Sunny,100.09,416.92
R00444,2025-01-14,06:30,Chennai,City Center,Office Hub,Mini,Driver_39,C8592,20.2,333.25,UPI,Completed,3.0,3.3,29,2.0,Cloudy,66.81,266.44
R00445,2025-08-16,15:30,Bangalore,City Center,University,Mini,Driver_43,C1129,2.5,36.24,UPI,Completed,4.4,5.0,73,2.0,Cloudy,6.82,29.42
R00446,2025-11-02,23:35,Pune,City Center,Airport,Bike,Driver_30,C1994,30.0,311.11,Card,Completed,4.2,4.1,44,2.0,Rainy,95.97,215.14
R00447,2025-08-31,03:31,Hyderabad,Airport,Office Hub,SUV,Driver_93,C4149,19.4,319.36,Cash,Completed,3.5,3.4,53,2.0,Cloudy,64.89,254.47
R00448,2025-12-03,14:08,Hyderabad,Bus Stand,Airport,SUV,Driver_61,C3654,26.7,460.04,Card,Completed,4.4,3.2,71,1.0,Sunny,84.67,375.37
R00449,2025-04-13,05:38,Hyderabad,Mall,Office Hub,Sedan,Driver_72,C1770,15.8,283.37,UPI,Completed,3.5,4.4,32,2.0,Sunny,76.3,207.07
R00450,2025-02-02,10:27,Hyderabad,Mall,Market,SUV,Driver_99,C1764,5.2,63.79,Card,Completed,3.3,4.4,75,2.0,Cloudy,19.17,44.62
R00451,2025-02-23,22:03,Delhi,Airport,Hospital,Mini,Driver_72,C1687,27.9,401.15,Card,Completed,4.3,4.7,56,1.0,Cloudy,94.06,307.09
R00452,2025-05-30,22:28,Mumbai,Bus Stand,Market,SUV,Driver_18,C3014,23.3,349.13,UPI,Completed,3.8,4.5,41,1.5,Rainy,107.45,241.68
R00453,2025-05-27,16:10,Bangalore,Bus Stand,Airport,Sedan,Driver_20,C9677,4.4,60.39,Cash,Completed,3.3,3.9,62,1.5,Cloudy,18.76,41.63
R00454,2025-12-16,11:01,Pune,Airport,Residential Area,SUV,Driver_41,C7580,14.4,254.9,UPI,Completed,3.8,3.1,29,2.0,Sunny,59.8,195.1
R00455,2025-11-20,22:51,Hyderabad,Bus Stand,Airport,SUV,Driver_93,C6139,20.5,311.55,Cash,Completed,3.6,4.1,28,2.0,Rainy,59.19,252.36
R00456,2025-08-17,20:13,Hyderabad,Bus Stand,Market,Bike,Driver_100,C4232,26.9,436.95,Cash,Completed,4.1,3.8,26,2.0,Cloudy,103.69,333.26
R00457,2025-05-26,06:05,Chennai,Railway Station,Residential Area,Mini,Driver_70,C5238,16.3,213.9,UPI,Completed,3.6,3.8,74,1.0,Cloudy,49.26,164.64
R00458,2025-01-31,11:16,Chennai,Airport,University,SUV,Driver_74,C1085,19.6,265.48,Cash,Completed,3.5,4.5,84,2.0,Cloudy,42.01,223.47
R00459,2025-11-18,21:34,Chennai,Bus Stand,Hospital,Sedan,Driver_92,C7187,25.6,315.86,Card,Completed,3.2,4.0,34,1.5,Rainy,74.18,241.68
R00460,2025-02-20,04:45,Hyderabad,Railway Station,University,Sedan,Driver_58,C2279,13.9,196.28,Cash,Completed,3.8,4.1,60,1.5,Cloudy,31.65,164.63
R00461,2025-09-13,20:27,Chennai,IT Park,Office Hub,Sedan,Driver_65,C3082,29.9,505.02,Cash,Completed,3.3,4.4,77,1.0,Cloudy,144.82,360.2
R00462,2025-04-19,14:30,Delhi,City Center,University,Mini,Driver_16,C7055,2.9,33.55,Card,Completed,4.0,3.2,49,1.5,Rainy,10.66,22.89
R00463,2025-05-31,15:01,Delhi,Mall,Market,Sedan,Driver_24,C9008,24.2,276.4,UPI,Completed,3.7,4.7,63,1.5,Cloudy,91.21,185.19
R00464,2025-06-08,18:28,Chennai,City Center,Office Hub,Sedan,Driver_65,C8551,27.2,484.53,Cash,Completed,3.3,4.5,21,2.0,Cloudy,93.18,391.35
R00465,2025-11-16,13:24,Chennai,IT Park,Airport,SUV,Driver_83,C2450,8.5,118.61,UPI,Completed,4.1,4.6,49,2.0,Cloudy,30.8,87.81
R00466,2025-03-05,20:35,Delhi,City Center,Hospital,Sedan,Driver_97,C8796,4.4,86.03,Card,Completed,3.2,4.9,33,1.0,Rainy,15.95,70.08
R00467,2025-04-16,07:53,Pune,City Center,Market,Bike,Driver_76,C1737,21.8,411.51,Cash,Completed,3.0,3.9,63,1.0,Cloudy,72.65,338.86
R00468,2025-06-12,12:16,Bangalore,Railway Station,Office Hub,SUV,Driver_99,C2468,4.5,89.09,UPI,Completed,3.8,3.3,88,1.5,Sunny,16.31,72.78
R00469,2025-01-14,22:03,Bangalore,Mall,University,Mini,Driver_7,C4318,10.3,113.17,UPI,Completed,4.2,4.0,74,1.5,Sunny,25.0,88.17
R00470,2025-05-18,01:20,Hyderabad,Bus Stand,Office Hub,Mini,Driver_35,C2663,15.0,211.06,UPI,Completed,4.3,3.3,82,1.5,Rainy,51.79,159.27
R00471,2025-02-12,20:32,Mumbai,Railway Station,Hospital,Bike,Driver_72,C8401,7.7,151.53,UPI,Completed,3.9,4.7,47,2.0,Sunny,24.02,127.51
R00472,2025-01-01,01:59,Chennai,IT Park,Market,Sedan,Driver_75,C9361,27.8,353.98,Cash,Completed,4.5,4.1,48,1.0,Rainy,76.52,277.46
R00473,2025-12-24,03:53,Hyderabad,Railway Station,Hospital,SUV,Driver_88,C6613,5.9,91.83,Card,Completed,4.5,3.9,41,2.0,Rainy,16.75,75.08
R00474,2025-06-24,06:29,Mumbai,Bus Stand,Residential Area,Bike,Driver_1,C1156,28.9,383.92,Card,Completed,4.1,4.4,72,1.5,Cloudy,137.05,246.87
R00475,2025-02-11,20:41,Chennai,IT Park,Airport,Mini,Driver_46,C7166,4.2,43.3,Card,Completed,3.4,4.5,11,1.0,Rainy,18.88,24.42
R00476,2025-07-09,06:28,Chennai,Bus Stand,Market,Sedan,Driver_12,C5967,2.3,40.09,Card,Completed,5.0,4.9,14,1.5,Rainy,9.83,30.26
R00477,2025-12-27,22:38,Hyderabad,Airport,Market,Bike,Driver_22,C4174,7.9,94.49,Card,Completed,4.3,4.2,32,1.0,Cloudy,35.26,59.23
R00478,2025-03-07,23:04,Pune,Bus Stand,Market,Sedan,Driver_87,C1378,5.6,108.28,Card,Completed,4.2,4.4,68,1.0,Rainy,25.57,82.71
R00479,2025-11-25,21:41,Hyderabad,Mall,Residential Area,Bike,Driver_64,C6922,3.5,67.86,Card,Completed,4.8,3.4,45,1.5,Cloudy,11.54,56.32
R00480,2025-08-18,10:00,Delhi,Bus Stand,Office Hub,Bike,Driver_10,C5095,13.0,173.51,UPI,Completed,3.6,4.3,22,1.0,Rainy,60.32,113.19
R00481,2025-08-10,00:37,Mumbai,Airport,University,Sedan,Driver_44,C1891,24.3,470.22,Cash,Completed,3.5,3.1,86,2.0,Rainy,109.87,360.35
R00482,2025-02-18,20:28,Delhi,IT Park,Market,Mini,Driver_17,C2015,18.2,197.57,Cash,Completed,4.2,3.9,23,2.0,Sunny,39.71,157.86
R00483,2025-10-14,01:18,Hyderabad,Railway Station,Hospital,Mini,Driver_59,C7290,25.8,361.63,Cash,Completed,4.8,4.2,53,2.0,Cloudy,99.38,262.25
R00484,2025-01-14,14:33,Pune,Bus Stand,Residential Area,Sedan,Driver_74,C3064,11.2,133.56,Card,Completed,3.7,4.0,89,1.5,Sunny,25.85,107.71
R00485,2025-05-05,04:51,Pune,Bus Stand,Market,SUV,Driver_75,C9866,3.2,36.09,UPI,Completed,3.6,3.7,57,1.0,Cloudy,12.01,24.08
R00486,2025-10-28,21:43,Pune,Airport,University,SUV,Driver_26,C4282,6.0,74.24,Card,Cancelled,4.6,3.7,70,2.0,Cloudy,26.75,47.49
R00487,2025-08-28,19:44,Pune,Mall,University,SUV,Driver_21,C2717,11.3,178.36,Cash,Completed,4.8,4.0,10,2.0,Sunny,55.25,123.11
R00488,2025-12-21,07:29,Bangalore,Bus Stand,University,Sedan,Driver_52,C4018,19.5,241.61,UPI,Completed,3.1,3.1,24,1.0,Rainy,81.97,159.64
R00489,2025-08-14,06:40,Delhi,Railway Station,Office Hub,SUV,Driver_23,C4587,18.4,324.86,Cash,Completed,3.7,4.1,32,1.0,Sunny,39.22,285.64
R00490,2025-04-01,08:58,Chennai,Airport,Market,Sedan,Driver_40,C8474,4.8,87.91,UPI,Completed,3.7,3.3,77,2.0,Rainy,11.58,76.33
R00491,2025-12-31,02:07,Mumbai,City Center,University,SUV,Driver_41,C8037,6.0,115.45,Card,Completed,3.1,4.2,34,2.0,Rainy,26.31,89.14
R00492,2025-03-18,10:15,Pune,City Center,University,Sedan,Driver_94,C2333,3.5,62.85,Cash,Completed,4.2,3.3,59,2.0,Cloudy,16.16,46.69
R00493,2025-07-11,15:33,Chennai,IT Park,Airport,Bike,Driver_61,C5396,15.0,198.27,Card,Completed,4.8,4.2,14,1.0,Sunny,46.82,151.45
R00494,2025-04-14,14:55,Hyderabad,City Center,Office Hub,SUV,Driver_33,C2388,8.6,104.8,UPI,Completed,3.6,4.0,39,2.0,Sunny,28.17,76.63
R00495,2025-08-27,16:39,Bangalore,IT Park,Market,SUV,Driver_49,C1404,11.4,165.43,UPI,Completed,3.5,3.2,20,1.5,Cloudy,37.59,127.84
R00496,2025-09-20,17:41,Delhi,Airport,Market,Mini,Driver_70,C4281,4.2,53.61,Cash,Completed,3.7,3.6,45,1.0,Cloudy,11.27,42.34
R00497,2025-11-06,04:54,Delhi,Mall,Market,SUV,Driver_52,C7647,23.1,401.9,Card,Completed,3.0,4.3,29,1.5,Sunny,109.43,292.47
R00498,2025-04-27,23:47,Pune,IT Park,Airport,Bike,Driver_44,C2406,7.9,97.46,Cash,Completed,3.9,4.9,63,1.0,Rainy,29.71,67.75
R00499,2025-08-19,17:01,Chennai,Airport,University,SUV,Driver_44,C4694,12.5,197.19,Cash,Completed,4.5,4.5,78,1.5,Rainy,29.81,167.38
R00500,2025-10-28,00:36,Bangalore,City Center,Airport,Bike,Driver_49,C4345,24.0,461.31,Cash,Completed,3.8,3.9,52,2.0,Rainy,59.07,402.24
R00501,2025-11-24,09:05,Chennai,City Center,University,Mini,Driver_24,C4260,6.8,113.89,UPI,Cancelled,3.8,3.4,47,2.0,Cloudy,17.22,96.67
R00502,2025-02-05,14:03,Hyderabad,IT Park,Office Hub,Mini,Driver_17,C9789,12.3,124.36,Cash,Completed,3.1,4.9,36,1.0,Sunny,36.66,87.7
